Id,Label,name,city,country,icao,latitude,longitude,altitude,timezone,dst,tz database time zone,type,source,weighted indegree,weighted outdegree,Weighted Degree,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class,nodecolor-multimode,giantcomponent,pageranks,eigencentrality
127,YQZ,Quesnel Airport,Quesnel,Canada,CYQZ,53.0261,-122.510002,1789,-8,A,America/Vancouver,airport,OurAirports,4,4,8,8,4,4,8,9,0.263552,0.276285,0,0,red,0,0.000099,0.002763
128,YRB,Resolute Bay Airport,Resolute,Canada,CYRB,74.716904,-94.969398,215,-6,A,America/Winnipeg,airport,OurAirports,2,2,4,0,2,2,4,11,0.164075,0.167854,0.000107,0,blue,0,0.000223,0.000112
129,YRI,Rivi�re-du-Loup Airport,Riviere Du Loup,Canada,CYRI,47.7644,-69.584702,427,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,49,0.000039,0
130,YRJ,Roberval Airport,Roberval,Canada,CYRJ,48.52,-72.265602,586,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,50,0.000039,0
131,YRM,Rocky Mountain House Airport,Rocky Mountain House,Canada,CYRM,52.429699,-114.903999,3244,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,51,0.000039,0
132,YRT,Rankin Inlet Airport,Rankin Inlet,Canada,CYRT,62.811401,-92.115799,94,-6,A,America/Winnipeg,airport,OurAirports,23,25,48,0,23,25,48,9,0.234792,0.24687,0.000621,0,blue,0,0.000707,0.002151
133,YSB,Sudbury Airport,Sudbury,Canada,CYSB,46.625,-80.798897,1141,-5,A,America/Toronto,airport,OurAirports,5,6,11,8,5,6,11,8,0.282564,0.297464,0.000001,79,red,0,0.000152,0.002947
134,YSC,Sherbrooke Airport,Sherbrooke,Canada,CYSC,45.438599,-71.691399,792,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,52,0.000039,0
135,YSJ,Saint John Airport,St. John,Canada,CYSJ,45.316101,-65.890297,357,-4,A,America/Halifax,airport,OurAirports,3,3,6,8,3,3,6,8,0.285007,0.300234,0,74,red,0,0.000069,0.004664
136,YSM,Fort Smith Airport,Fort Smith,Canada,CYSM,60.020302,-111.961998,671,-7,A,America/Edmonton,airport,OurAirports,4,4,8,0,4,4,8,9,0.245825,0.256661,0.000002,0,blue,0,0.000146,0.000763
137,YSR,Nanisivik Airport,Nanisivik,Canada,CYSR,72.982201,-84.613602,2106,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,53,0.000039,0
138,YSU,Summerside Airport,Summerside,Canada,CYSU,46.440601,-63.833599,56,-4,A,America/Halifax,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,54,0.000039,0
139,YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,CYSY,71.993896,-125.242996,282,-7,A,America/Edmonton,airport,OurAirports,2,2,4,0,2,2,4,12,0.145571,0.148795,0,0,blue,0,0.000159,0.000121
140,YTE,Cape Dorset Airport,Cape Dorset,Canada,CYTE,64.230003,-76.526703,164,-5,A,America/Toronto,airport,OurAirports,3,3,6,0,3,3,6,10,0.196243,0.202513,0.000001,0,red,0,0.000133,0.000217
141,YTH,Thompson Airport,Thompson,Canada,CYTH,55.801102,-97.864197,729,-6,A,America/Winnipeg,airport,OurAirports,7,6,13,0,7,6,13,9,0.233235,0.243224,0,0,blue,0,0.000233,0.000656
142,YTR,CFB Trenton,Trenton,Canada,CYTR,44.1189,-77.528099,283,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,55,0.000039,0
143,YTS,Timmins/Victor M. Power,Timmins,Canada,CYTS,48.569698,-81.376701,967,-5,A,America/Toronto,airport,OurAirports,6,5,11,8,6,5,11,8,0.282211,0.296896,0.000602,79,red,0,0.000208,0.003015
144,YTZ,Billy Bishop Toronto City Centre Airport,Toronto,Canada,CYTZ,43.627499,-79.396202,252,-5,A,America/Toronto,airport,OurAirports,14,14,28,8,14,14,28,8,0.291276,0.310431,0.000023,79,red,0,0.000259,0.011627
145,YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,CYUB,69.433296,-133.026001,15,-7,A,America/Edmonton,airport,OurAirports,1,1,2,0,1,1,2,12,0.145551,0.148558,0,0,blue,0,0.000101,0.000063
146,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,CYUL,45.4706,-73.740799,118,-5,A,America/Toronto,airport,OurAirports,186,185,371,8,186,185,371,7,0.355139,0.392079,0.00468,74,red,0,0.002017,0.30657
147,YUT,Repulse Bay Airport,Repulse Bay,Canada,CYUT,66.5214,-86.224701,80,-6,A,America/Winnipeg,airport,OurAirports,5,3,8,0,5,3,8,10,0.190193,0.196442,0,0,red,0,0.000175,0.000348
148,YUX,Hall Beach Airport,Hall Beach,Canada,CYUX,68.7761,-81.2425,30,-5,A,America/Toronto,airport,OurAirports,4,4,8,0,4,4,8,10,0.196218,0.202408,0,0,red,0,0.000182,0.000277
149,YUY,Rouyn Noranda Airport,Rouyn,Canada,CYUY,48.2061,-78.835602,988,-5,A,America/Toronto,airport,OurAirports,5,5,10,8,5,5,10,8,0.262416,0.276124,0,74,blue,0,0.000147,0.003553
150,YVC,La Ronge Airport,La Ronge,Canada,CYVC,55.151402,-105.262001,1242,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,56,0.000039,0
151,YVG,Vermilion Airport,Vermillion,Canada,CYVG,53.355801,-110.823998,2025,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,57,0.000039,0
152,YVM,Qikiqtarjuaq Airport,Broughton Island,Canada,CYVM,67.545799,-64.031403,21,-5,A,America/Toronto,airport,OurAirports,2,2,4,0,2,2,4,11,0.164041,0.167602,0,0,blue,0,0.00013,0.000118
153,YVO,Val-d'Or Airport,Val D'or,Canada,CYVO,48.053299,-77.782799,1107,-5,A,America/Toronto,airport,OurAirports,7,7,14,8,7,7,14,8,0.262568,0.276552,0.000286,74,blue,0,0.000225,0.003659
154,YVP,Kuujjuaq Airport,Quujjuaq,Canada,CYVP,58.0961,-68.426903,129,-5,A,America/Toronto,airport,OurAirports,9,10,19,0,9,10,19,8,0.263399,0.278585,0.000964,74,blue,0,0.000463,0.00215
155,YVQ,Norman Wells Airport,Norman Wells,Canada,CYVQ,65.281601,-126.797996,238,-7,A,America/Edmonton,airport,OurAirports,6,6,12,0,6,6,12,10,0.205133,0.212839,0.000675,0,blue,0,0.00034,0.000444
156,YVR,Vancouver International Airport,Vancouver,Canada,CYVR,49.193901,-123.183998,14,-8,A,America/Vancouver,airport,OurAirports,157,158,315,8,157,158,315,8,0.357789,0.392329,0.003083,0,blue,0,0.002002,0.236465
157,YVT,Buffalo Narrows Airport,Buffalo Narrows,Canada,CYVT,55.8419,-108.417999,1423,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,58,0.000039,0
158,YVV,Wiarton Airport,Wiarton,Canada,CYVV,44.7458,-81.107201,729,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,59,0.000039,0
159,YWA,Petawawa Airport,Petawawa,Canada,CYWA,45.952202,-77.319199,427,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,60,0.000039,0
160,YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,CYWG,49.91,-97.239899,783,-6,A,America/Winnipeg,airport,OurAirports,40,41,81,8,40,41,81,8,0.304005,0.326566,0.002299,0,red,0,0.000802,0.036859
161,YWK,Wabush Airport,Wabush,Canada,CYWK,52.921902,-66.864403,1808,-4,A,America/Halifax,airport,OurAirports,15,16,31,0,15,16,31,8,0.262983,0.278017,0.000113,74,blue,0,0.000395,0.002923
162,YWL,Williams Lake Airport,Williams Lake,Canada,CYWL,52.183102,-122.054001,3085,-8,A,America/Vancouver,airport,OurAirports,5,5,10,8,5,5,10,9,0.263552,0.276285,0,0,red,0,0.000113,0.004054
163,YWY,Wrigley Airport,Wrigley,Canada,CYWY,63.2094,-123.436997,489,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,61,0.000039,0
164,YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,CYXC,49.610802,-115.781998,3082,-7,A,America/Edmonton,airport,OurAirports,4,4,8,8,4,4,8,9,0.265186,0.278525,0,0,red,0,0.000083,0.003787
165,YXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,CYXD,53.572498,-113.521004,2202,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,62,0.000039,0
166,YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,CYXE,52.170799,-106.699997,1653,-6,N,America/Regina,airport,OurAirports,15,15,30,8,15,15,30,8,0.299093,0.31925,0,0,red,0,0.000199,0.024036
167,YXH,Medicine Hat Airport,Medicine Hat,Canada,CYXH,50.018902,-110.721001,2352,-7,A,America/Edmonton,airport,OurAirports,1,1,2,8,1,1,2,9,0.254339,0.265542,0,0,red,0,0.000049,0.001022
168,YXJ,Fort St John Airport,Fort Saint John,Canada,CYXJ,56.238098,-120.739998,2280,-7,A,America/Dawson_Creek,airport,OurAirports,6,6,12,8,6,6,12,9,0.265788,0.279387,0.000043,0,red,0,0.000131,0.004319
169,YXL,Sioux Lookout Airport,Sioux Lookout,Canada,CYXL,50.113899,-91.905296,1258,-6,A,America/Winnipeg,airport,OurAirports,16,18,34,13,16,18,34,9,0.221608,0.231748,0.001331,79,blue,0,0.000866,0.001011
170,YXP,Pangnirtung Airport,Pangnirtung,Canada,CYXP,66.144997,-65.7136,75,-5,A,America/Toronto,airport,OurAirports,4,4,8,0,4,4,8,10,0.196218,0.202408,0.000107,0,red,0,0.000215,0.00027
171,YXR,Earlton (Timiskaming Regional) Airport,Earlton,Canada,CYXR,47.697401,-79.847345,800,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,63,0.000039,0
172,YXS,Prince George Airport,Prince George,Canada,CYXS,53.8894,-122.679001,2267,-8,A,America/Vancouver,airport,OurAirports,10,10,20,8,10,10,20,9,0.26532,0.279367,0.000049,0,red,0,0.000198,0.005176
173,YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,CYXT,54.468498,-128.576009,713,-8,A,America/Vancouver,airport,OurAirports,5,5,10,8,5,5,10,9,0.263596,0.276495,0,0,red,0,0.000108,0.00407
174,YXU,London Airport,London,Canada,CYXU,43.035599,-81.1539,912,-5,A,America/Toronto,airport,OurAirports,6,6,12,8,6,6,12,8,0.291329,0.308968,0,0,red,0,0.0001,0.012499
175,YXX,Abbotsford Airport,Abbotsford,Canada,CYXX,49.025299,-122.361,195,-8,A,America/Vancouver,airport,OurAirports,2,2,4,8,2,2,4,9,0.254872,0.266247,0,0,red,0,0.000061,0.001566
176,YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,CYXY,60.709599,-135.067001,2317,-8,A,America/Vancouver,airport,OurAirports,5,5,10,8,5,5,10,9,0.265832,0.279747,0.000004,0,red,0,0.000113,0.003411
177,YYB,North Bay Jack Garland Airport,North Bay,Canada,CYYB,46.363602,-79.422798,1215,-5,A,America/Toronto,airport,OurAirports,2,2,4,8,2,2,4,8,0.281659,0.295882,0,79,red,0,0.000069,0.002685
178,YYC,Calgary International Airport,Calgary,Canada,CYYC,51.113899,-114.019997,3557,-7,A,America/Edmonton,airport,OurAirports,113,115,228,8,113,115,228,8,0.341056,0.370944,0.001981,0,blue,0,0.001376,0.18528
179,YYD,Smithers Airport,Smithers,Canada,CYYD,54.824699,-127.182999,1712,-8,A,America/Vancouver,airport,OurAirports,4,4,8,8,4,4,8,9,0.263596,0.276495,0,0,red,0,0.000096,0.002773
180,YYE,Fort Nelson Airport,Fort Nelson,Canada,CYYE,58.836399,-122.597,1253,-8,A,America/Vancouver,airport,OurAirports,3,3,6,8,3,3,6,10,0.21009,0.217049,0,0,blue,0,0.000108,0.000229
181,YYF,Penticton Airport,Penticton,Canada,CYYF,49.4631,-119.601997,1129,-8,A,America/Vancouver,airport,OurAirports,1,1,2,8,1,1,2,9,0.26353,0.276127,0,0,red,0,0.00005,0.001304
182,YYG,Charlottetown Airport,Charlottetown,Canada,CYYG,46.290001,-63.121101,160,-4,A,America/Halifax,airport,OurAirports,4,4,8,8,4,4,8,8,0.285007,0.300234,0,74,red,0,0.000077,0.007277
183,YYH,Taloyoak Airport,Spence Bay,Canada,CYYH,69.5467,-93.576698,92,-7,A,America/Edmonton,airport,OurAirports,4,4,8,0,4,4,8,10,0.20496,0.212154,0,0,blue,0,0.000192,0.000285
184,YYJ,Victoria International Airport,Victoria,Canada,CYYJ,48.6469,-123.426002,63,-8,A,America/Vancouver,airport,OurAirports,13,13,26,8,13,13,26,8,0.294748,0.312283,0,0,red,0,0.000165,0.020874
185,YYL,Lynn Lake Airport,Lynn Lake,Canada,CYYL,56.863899,-101.075996,1170,-6,A,America/Winnipeg,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,64,0.000039,0
186,YYN,Swift Current Airport,Swift Current,Canada,CYYN,50.291901,-107.691002,2680,-6,N,America/Regina,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,65,0.000039,0
187,YYQ,Churchill Airport,Churchill,Canada,CYYQ,58.739201,-94.065002,94,-6,A,America/Winnipeg,airport,OurAirports,8,8,16,0,8,8,16,9,0.233855,0.244072,0.000041,0,blue,0,0.000242,0.000939
188,YYR,Goose Bay Airport,Goose Bay,Canada,CYYR,53.319199,-60.4258,160,-4,A,America/Halifax,airport,OurAirports,15,15,30,0,15,15,30,9,0.240538,0.252796,0.000815,74,blue,0,0.000499,0.001564
189,YYT,St. John's International Airport,St. John's,Canada,CYYT,47.618599,-52.7519,461,-3.5,A,America/St_Johns,airport,OurAirports,21,22,43,8,21,22,43,8,0.303422,0.32292,0.000607,74,red,0,0.00036,0.024517
190,YYU,Kapuskasing Airport,Kapuskasing,Canada,CYYU,49.413898,-82.467499,743,-5,A,America/Toronto,airport,OurAirports,1,2,3,8,1,2,3,9,0.221159,0.228648,0,79,blue,0,0.000074,0.000073
191,YYW,Armstrong Airport,Armstrong,Canada,CYYW,50.290298,-88.909698,1058,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,66,0.000039,0
192,YYY,Mont Joli Airport,Mont Joli,Canada,CYYY,48.608601,-68.208099,172,-5,A,America/Toronto,airport,OurAirports,8,8,16,0,8,8,16,8,0.262677,0.276974,0.000028,74,blue,0,0.000207,0.002388
193,YYZ,Lester B. Pearson International Airport,Toronto,Canada,CYYZ,43.6772,-79.6306,569,-5,A,America/Toronto,airport,OurAirports,317,319,636,8,317,319,636,7,0.39195,0.434037,0.007523,74,blue,0,0.003072,0.483381
194,YZD,Downsview Airport,Toronto,Canada,CYZD,43.7425,-79.465599,652,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,67,0.000039,0
195,YZE,Gore Bay Manitoulin Airport,Gore Bay,Canada,CYZE,45.8853,-82.567802,635,-5,A,America/Toronto,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,68,0.000039,0
196,YZF,Yellowknife Airport,Yellowknife,Canada,CYZF,62.462799,-114.440002,675,-7,A,America/Edmonton,airport,OurAirports,28,30,58,0,28,30,58,9,0.257736,0.272855,0.002052,0,red,0,0.000964,0.005452
197,YZH,Slave Lake Airport,Slave Lake,Canada,CYZH,55.293098,-114.777,1912,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,69,0.000039,0
198,YZP,Sandspit Airport,Sandspit,Canada,CYZP,53.254299,-131.813995,21,-8,A,America/Vancouver,airport,OurAirports,1,1,2,8,1,1,2,9,0.26353,0.276127,0,0,red,0,0.00005,0.001304
199,YZR,Chris Hadfield Airport,Sarnia,Canada,CYZR,42.999401,-82.308899,594,-5,A,America/Toronto,airport,OurAirports,1,1,2,8,1,1,2,8,0.281609,0.295672,0,74,red,0,0.000047,0.002613
200,YZT,Port Hardy Airport,Port Hardy,Canada,CYZT,50.680599,-127.366997,71,-8,A,America/Vancouver,airport,OurAirports,2,2,4,8,2,2,4,9,0.263574,0.276337,0.000031,0,red,0,0.000092,0.001361
201,YZU,Whitecourt Airport,Whitecourt,Canada,CYZU,54.143902,-115.787003,2567,-7,A,America/Edmonton,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,70,0.000039,0
202,YZV,Sept-�les Airport,Sept-iles,Canada,CYZV,50.223301,-66.265602,180,-5,A,America/Toronto,airport,OurAirports,21,21,42,0,21,21,42,8,0.262874,0.27778,0.000652,74,blue,0,0.00055,0.005354
203,YZW,Teslin Airport,Teslin,Canada,CYZW,60.172798,-132.742996,2313,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,71,0.000039,0
204,YZX,CFB Greenwood,Greenwood,Canada,CYZX,44.984402,-64.916901,92,-4,A,America/Halifax,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,72,0.000039,0
205,ZFA,Faro Airport,Faro,Canada,CZFA,62.2075,-133.376007,2351,-8,A,America/Vancouver,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,73,0.000039,0
206,ZFM,Fort Mcpherson Airport,Fort Mcpherson,Canada,CZFM,67.407501,-134.860992,116,-7,A,America/Edmonton,airport,OurAirports,1,1,2,0,1,1,2,12,0.145551,0.148558,0,0,blue,0,0.000101,0.000063
207,QLD,Blida Airport,Blida,Algeria,DAAB,36.503601,2.81417,535,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,74,0.000039,0
208,BUJ,Bou Saada Airport,Bou Saada,Algeria,DAAD,35.3325,4.20639,1506,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,75,0.000039,0
209,BJA,Soummam Airport,Bejaja,Algeria,DAAE,36.712002,5.06992,20,1,N,Africa/Algiers,airport,OurAirports,6,6,12,5,6,6,12,9,0.260322,0.278107,0,70,blue,0,0.000088,0.00481
210,ALG,Houari Boumediene Airport,Algier,Algeria,DAAG,36.691002,3.21541,82,1,N,Africa/Algiers,airport,OurAirports,85,85,170,5,85,85,170,8,0.335275,0.368769,0.001646,70,red,0,0.001051,0.097933
211,DJG,Djanet Inedbirene Airport,Djanet,Algeria,DAAJ,24.292801,9.45244,3176,1,N,Africa/Algiers,airport,OurAirports,1,2,3,5,1,2,3,10,0.200901,0.207878,0.000016,70,blue,0,0.000049,0.000603
212,\N,Boufarik Airport,Boufarik,Algeria,DAAK,36.545799,2.87611,335,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,76,0.000039,0
213,\N,Reggane Airport,Reggan,Algeria,DAAN,26.7101,0.285647,955,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,77,0.000039,0
214,VVZ,Illizi Takhamalt Airport,Illizi,Algeria,DAAP,26.723499,8.62265,1778,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,78,0.000039,0
215,\N,Ain Oussera Airport,Ain Oussera,Algeria,DAAQ,35.525398,2.87871,2132,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,79,0.000039,0
216,TMR,Aguenar ? Hadj Bey Akhamok Airport,Tamanrasset,Algeria,DAAT,22.811501,5.45108,4518,1,N,Africa/Algiers,airport,OurAirports,4,4,8,5,4,4,8,9,0.25121,0.26449,0.000048,70,blue,0,0.000175,0.000238
217,GJL,Jijel Ferhat Abbas Airport,Jijel,Algeria,DAAV,36.795101,5.87361,36,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,80,0.000039,0
218,MZW,Mecheria Airport,Mecheria,Algeria,DAAY,33.5359,-0.242353,3855,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,81,0.000039,0
219,\N,Relizane Airport,Relizane,Algeria,DAAZ,35.752201,0.626272,282,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,82,0.000039,0
220,AAE,Rabah Bitat Airport,Annaba,Algeria,DABB,36.822201,7.809174,16,1,N,Africa/Algiers,airport,OurAirports,9,9,18,5,9,9,18,8,0.299631,0.32164,0,70,red,0,0.000113,0.010541
221,CZL,Mohamed Boudiaf International Airport,Constantine,Algeria,DABC,36.276001,6.62039,2265,1,N,Africa/Algiers,airport,OurAirports,14,14,28,5,14,14,28,8,0.300484,0.32314,0.000022,70,red,0,0.000193,0.012554
222,TEE,Cheikh Larbi T�bessi Airport,Tebessa,Algeria,DABS,35.431599,8.12072,2661,1,N,Africa/Algiers,airport,OurAirports,1,1,2,5,1,1,2,9,0.251111,0.263911,0,70,blue,0,0.000049,0.000603
224,HRM,Hassi R'Mel Airport,Tilrempt,Algeria,DAFH,32.930401,3.31154,2540,1,N,Africa/Algiers,airport,OurAirports,2,2,4,5,2,2,4,9,0.251151,0.264122,0,70,blue,0,0.00007,0.000676
225,TID,Bou Chekif Airport,Tiaret,Algeria,DAOB,35.341099,1.46315,3245,1,N,Africa/Algiers,airport,OurAirports,2,1,3,5,2,1,3,9,0.251111,0.263911,0,70,blue,0,0.00007,0.000661
226,\N,Bou Sfer Airport,Bou Sfer,Algeria,DAOE,35.735401,-0.805389,187,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,83,0.000039,0
227,TIN,Tindouf Airport,Tindouf,Algeria,DAOF,27.700399,-8.1671,1453,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,84,0.000039,0
228,CFK,Ech Cheliff Airport,Ech-cheliff,Algeria,DAOI,36.2127,1.33177,463,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,85,0.000039,0
229,TAF,Tafaraoui Airport,Oran,Algeria,DAOL,35.5424,-0.532278,367,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,86,0.000039,0
230,TLM,Zenata ? Messali El Hadj Airport,Tlemcen,Algeria,DAON,35.016701,-1.45,814,1,N,Africa/Algiers,airport,OurAirports,6,6,12,5,6,6,12,9,0.260322,0.278107,0,70,blue,0,0.000088,0.00481
231,ORN,Es Senia Airport,Oran,Algeria,DAOO,35.623901,-0.621183,295,1,N,Africa/Algiers,airport,OurAirports,33,33,66,5,33,33,66,8,0.305413,0.331713,0.000224,70,red,0,0.000396,0.036152
232,BFW,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,DAOS,35.171799,-0.593275,1614,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,87,0.000039,0
233,MUW,Ghriss Airport,Ghriss,Algeria,DAOV,35.207699,0.147142,1686,1,N,Africa/Algiers,airport,OurAirports,1,2,3,5,1,2,3,9,0.251131,0.264069,0,70,blue,0,0.000049,0.000603
234,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,DAUA,27.837601,-0.186414,919,1,N,Africa/Algiers,airport,OurAirports,5,6,11,5,5,6,11,9,0.25131,0.264964,0.000107,70,blue,0,0.000155,0.001111
235,BSK,Biskra Airport,Biskra,Algeria,DAUB,34.793301,5.73823,289,1,N,Africa/Algiers,airport,OurAirports,4,4,8,5,4,4,8,9,0.259895,0.277133,0,70,blue,0,0.000074,0.003357
236,ELG,El Golea Airport,El Golea,Algeria,DAUE,30.571301,2.85959,1306,1,N,Africa/Algiers,airport,OurAirports,2,2,4,5,2,2,4,10,0.200889,0.207826,0,70,red,0,0.000108,0.000123
237,GHA,Noum�rat - Moufdi Zakaria Airport,Ghardaia,Algeria,DAUG,32.384102,3.79411,1512,1,N,Africa/Algiers,airport,OurAirports,4,4,8,5,4,4,8,9,0.25123,0.264543,0.000021,70,blue,0,0.000108,0.00105
238,HME,Oued Irara Airport,Hassi Messaoud,Algeria,DAUH,31.673,6.14044,463,1,N,Africa/Algiers,airport,OurAirports,6,6,12,5,6,6,12,8,0.269064,0.287077,0.000085,70,blue,0,0.000146,0.002811
239,INZ,In Salah Airport,In Salah,Algeria,DAUI,27.250999,2.51202,896,1,N,Africa/Algiers,airport,OurAirports,3,2,5,5,3,2,5,9,0.251171,0.264175,0.000016,70,blue,0,0.000108,0.000725
240,TGR,Touggourt Sidi Madhi Airport,Touggourt,Algeria,DAUK,33.067799,6.08867,279,1,N,Africa/Algiers,airport,OurAirports,1,1,2,5,1,1,2,9,0.251111,0.263911,0,70,blue,0,0.000049,0.000603
241,LOO,Laghouat Airport,Laghouat,Algeria,DAUL,33.7644,2.92834,2510,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,88,0.000039,0
242,TMX,Timimoun Airport,Timimoun,Algeria,DAUT,29.237101,0.276033,1027,1,N,Africa/Algiers,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,89,0.000039,0
243,OGX,Ain el Beida Airport,Ouargla,Algeria,DAUU,31.9172,5.41278,492,1,N,Africa/Algiers,airport,OurAirports,6,5,11,5,6,5,11,9,0.25129,0.264806,0.000136,70,blue,0,0.000187,0.001098
244,IAM,In Am�nas Airport,Zarzaitine,Algeria,DAUZ,28.0515,9.64291,1847,1,N,Africa/Algiers,airport,OurAirports,2,2,4,5,2,2,4,9,0.212131,0.22079,0,70,red,0,0.000091,0.000138
245,COO,Cadjehoun Airport,Cotonou,Benin,DBBB,6.35723,2.38435,19,1,N,Africa/Porto-Novo,airport,OurAirports,39,41,80,3,39,41,80,8,0.294995,0.316005,0.000076,8,red,0,0.000462,0.019368
246,OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,N,Africa/Ouagadougou,airport,OurAirports,33,33,66,3,33,33,66,8,0.301027,0.324552,0.000044,8,red,0,0.000366,0.0188
247,BOY,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,DFOO,11.1601,-4.33097,1511,0,N,Africa/Ouagadougou,airport,OurAirports,2,2,4,3,2,2,4,9,0.232738,0.243788,0,8,blue,0,0.000058,0.0004
248,ACC,Kotoka International Airport,Accra,Ghana,DGAA,5.60519,-0.166786,205,0,N,Africa/Accra,airport,OurAirports,53,54,107,3,53,54,107,8,0.324382,0.35161,0.000535,8,red,0,0.00071,0.038289
249,TML,Tamale Airport,Tamale,Ghana,DGLE,9.55719,-0.863214,553,0,N,Africa/Accra,airport,OurAirports,3,3,6,3,3,3,6,9,0.24495,0.255922,0,8,blue,0,0.000072,0.000849
250,\N,Wa Airport,Wa,Ghana,DGLW,10.0827,-2.50769,1060,0,N,Africa/Accra,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,90,0.000039,0
251,NYI,Sunyani Airport,Sunyani,Ghana,DGSN,7.36183,-2.32876,1014,0,N,Africa/Accra,airport,OurAirports,1,1,2,3,1,1,2,9,0.24495,0.255922,0,8,blue,0,0.00005,0.000283
